ASV,Kingdom,Phylum,Class,Order,Family,Genus,Label
ASV00191,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhapis,Proteobacteria (g. Rhizorhapis)
ASV00192,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Proteobacteria (g. Novosphingobium)
ASV00193,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Rheinheimera,Proteobacteria (g. Rheinheimera)
ASV00194,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Cereibacter,Proteobacteria (g. Cereibacter)
ASV00195,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,,Fibrobacteres (f. Fibrobacteraceae)
ASV00196,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,Verrucomicrobia (g. Lacunisphaera)
ASV00197,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,,Planctomycetes (f. Rubinisphaeraceae)
ASV00198,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola,Proteobacteria (g. Tabrizicola)
ASV00199,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,Proteobacteria (f. Sphingomonadaceae)
ASV00200,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Proteobacteria (g. Novosphingobium)
ASV00201,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,LiUU-11-161,,Bacteroidetes (o. Sphingobacteriales)
ASV00202,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,,Bacteroidetes (o. Sphingobacteriales)
ASV00203,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,,Bacteroidetes (f. Saprospiraceae)
ASV00204,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,,Bacteroidetes (f. Saprospiraceae)
ASV00205,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,Bacteroidetes (g. Sediminibacterium)
ASV00206,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Rheinheimera,Proteobacteria (g. Rheinheimera)
ASV00207,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,,Proteobacteria (f. Moraxellaceae)
ASV00208,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,,Bacteroidetes (f. Marinilabiliaceae)
ASV00209,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,Proteobacteria (g. Haliangium)
ASV00210,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,,Proteobacteria (f. Rhizobiales)
ASV00211,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,,Planctomycetes (f. Pirellulaceae)
ASV00212,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,,,"Proteobacteria (c. Gammaproteobacteria, KI89A clade)"
ASV00213,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7_clade,Proteobacteria (f. Spongiibacteraceae)
ASV00214,Bacteria,Proteobacteria,Deltaproteobacteria,,,,Proteobacteria (c. Deltaproteobacteria)
ASV00215,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,Proteobacteria (f. Burkholderiaceae)
ASV00216,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,,Bacteroidetes (o. Sphingobacteriales)
ASV00217,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,AAP99,Proteobacteria (f. Burkholderiaceae)
ASV00218,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Simplicispira,Proteobacteria (g. Simplicispira)
ASV00219,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquabacterium,Proteobacteria (g. Aquabacterium)
ASV00220,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,Verrucomicrobia (g. Opitutus)
ASV00221,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,,,Bacteroidetes (o. Cytophagales)
ASV00222,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,Proteobacteria (g. Pseudorhodobacter)
ASV00223,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,BIrii41,,Proteobacteria (o. Myxococcales)
ASV00224,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteroidetes (g. Flavobacterium)
ASV00225,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,Verrucomicrobia (g. Luteolibacter)
ASV00226,Bacteria,Chloroflexi,TK10,,,,Chloroflexi
ASV00227,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae,Bryobacter,Acidobacteria (g. Bryobacter)
ASV00228,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,,Planctomycetes (f. Rubinisphaeraceae)
ASV00229,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,Verrucomicrobia (f. Pedosphaeraceae)
ASV00230,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,,Proteobacteria (f. Rhodanobacteraceae)
ASV00231,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Proteobacteria (c. Alphaproteobacteria)
ASV00232,Bacteria,Verrucomicrobia,Verrucomicrobiae,,,,Verrucomicrobia (c. Verrucomicrobiae)
ASV00233,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhodoferax,Proteobacteria (g. Rhodoferax)
ASV00234,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,,Bacteroidetes (f. Saprospiraceae)
ASV00235,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Emticicia,Bacteroidetes (g. Emticicia)
ASV00236,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,Verrucomicrobia (f. Pedosphaeraceae)
ASV00237,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,Proteobacteria (g. Woeseia)
ASV00238,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Leadbetterella,Bacteroidetes (g. Leadbetterella)
ASV00239,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,Bacteroidetes (g. Cytophaga)
ASV00240,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Galbitalea,Actinobacteria (g. Galbitalea)
ASV00241,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Brevifollis,Verrucomicrobia (g. Brevifollis)
ASV00242,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,Nitrospirae (g. Nitrospira)
ASV00243,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Cloacibacterium,Bacteroidetes (g. Cloacibacterium)
ASV00244,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,,Planctomycetes (f. Rubinisphaeraceae)
ASV00245,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,Verrucomicrobia (g. Luteolibacter)
ASV00246,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,,Bacteroidetes (f. Saprospiraceae)
ASV00247,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Schlesneriaceae,Schlesneria,Planctomycetes (g. Schlesneria)
ASV00248,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Candidatus_Berkiella,Proteobacteria (g. Berkiella)
ASV00249,Bacteria,Acidobacteria,Subgroup_6,,,,Acidobacteria
ASV00250,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae,Bryobacter,Acidobacteria (g. Bryobacter)
ASV00251,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,FukuN57,Proteobacteria (f. Beijerinckiaceae)
ASV00252,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,,,Verrucomicrobia (o. Verrucomicrobiales)
ASV00253,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,Proteobacteria (g. Halioglobus)
ASV00254,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae,,Acidobacteria (f. Blastocatellaceae)
ASV00255,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Proteobacteria (g. Rhodobacter)
ASV00256,Bacteria,Acidobacteria,Subgroup_6,,,,Acidobacteria
ASV00257,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylotenera,Proteobacteria (g. Methylotenera)
ASV00258,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Bacteroidetes (g. Haliscomenobacter)
ASV00259,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,,Verrucomicrobia (f. Opitutaceae)
ASV00260,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,Verrucomicrobia (g. Prosthecobacter)
ASV00261,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,Planctomycetes (g. Pirellula)
ASV00262,Bacteria,Planctomycetes,OM190,,,,Planctomycetes
ASV00263,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,Planctomycetes (g. Rhodopirellula)
ASV00264,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,Verrucomicrobia (f. Pedosphaeraceae)
ASV00265,Bacteria,Cyanobacteria,Oxyphotobacteria,,,,Cyanobacteria (c. Oxyphotobacteria)
ASV00266,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,,Bacteroidetes (f. Chitinophagaceae)
ASV00267,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,,Bacteroidetes (f. Microscillaceae)
ASV00268,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Proteobacteria (g. Luteimonas)
ASV00269,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,,Proteobacteria (f. Sandaracinaceae)
ASV00270,Bacteria,Cyanobacteria,Sericytochromatia,,,,Cyanobacteria (c. Sericytochromatia)
ASV00271,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI_clade,"Actinobacteria (f. Sporichthyaceae, hgcI clade)"
ASV00272,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,Proteobacteria (g. Sphingorhabdus)
ASV00273,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquabacterium,Proteobacteria (g. Aquabacterium)
ASV00274,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,,Bacteroidetes (f. Saprospiraceae)
ASV00275,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,,Bacteroidetes (o. Flavobacteriales)
ASV00276,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,,Proteobacteria (f. Acetobacteraceae)
ASV00277,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,Proteobacteria (g. Coxiella)
ASV00278,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,Verrucomicrobia (g. Opitutus)
ASV00279,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Candidatus_Berkiella,Proteobacteria (g. Berkiella)
ASV00280,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ideonella,Proteobacteria (g. Ideonella)
ASV00281,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,Acidobacteria (f. Thermoanaerobaculaceae)
ASV00282,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,,Bacteroidetes (f. Microscillaceae)
ASV00283,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhizobacter,Proteobacteria (g. Rhizobacter)
ASV00284,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,Bacteroidetes (g. Terrimonas)
ASV00285,Bacteria,Bacteroidetes,Bacteroidia,,,,Bacteroidetes (c. Bacteroidia)
ASV00286,Bacteria,Dependentiae,Babeliae,Babeliales,UBA12409,,Dependentiae (o. Babeliales)
ASV00287,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae,Bryobacter,Acidobacteria (g. Bryobacter)
ASV00288,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,,Bacteroidetes (f. Chitinophagaceae)
ASV00289,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,,Bacteroidetes (f. Microscillaceae)
ASV00290,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,Verrucomicrobia (f. Pedosphaeraceae)
ASV00291,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Leptothrix,Proteobacteria (g. Leptothrix)
ASV00292,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,mle1-27,,Proteobacteria (o. Myxococcales)
ASV00293,Bacteria,Bacteroidetes,Ignavibacteria,OPB56,,,Bacteroidetes (c. Ignavibacteria)
ASV00294,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,Verrucomicrobia (f. Pedosphaeraceae)
ASV00295,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae,,Acidobacteria (f. Blastocatellaceae)
ASV00296,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,,Proteobacteria (f. Rhodanobacteraceae)
ASV00297,Bacteria,Verrucomicrobia,Verrucomicrobiae,,,,Verrucomicrobia (c. Verrucomicrobiae)
ASV00298,Bacteria,Planctomycetes,vadinHA49,,,,Planctomycetes
ASV00299,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula,Planctomycetes (g. Blastopirellula)
ASV00300,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI_clade,"Actinobacteria (f. Sporichthyaceae, hgcI clade)"
ASV00301,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Proteobacteria (g. Hyphomicrobium)
ASV00302,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Proteobacteria (g. Rhodobacter)
ASV00303,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,,Bacteroidetes (f. Saprospiraceae)
ASV00304,Bacteria,,,,,,Bacteria
ASV00305,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,AAP99,Proteobacteria (f. Burkholderiaceae)
ASV00306,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,Proteobacteria (g. Reyranella)
ASV00307,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,37-13,,Bacteroidetes (o. Chitinophagales)
ASV00308,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteroidetes (g. Flavobacterium)
ASV00309,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,,Bacteroidetes (f. Saprospiraceae)
ASV00310,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola,Proteobacteria (g. Tabrizicola)
ASV00311,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,,,Planctomycetes (o. Planctomycetales)
ASV00312,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,,,Bacteroidetes (o. Cytophagales)
ASV00313,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,Proteobacteria (g. Sphingorhabdus)
ASV00314,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Proteobacteria (g. Bdellovibrio)
ASV00315,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Verrucomicrobia (g. Chthoniobacter)
ASV00316,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,Planctomycetes (g. Pirellula)
ASV00317,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,,Bacteroidetes (f. Saprospiraceae)
ASV00318,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria (g. Legionella)
ASV00319,Bacteria,Acidobacteria,Holophagae,Subgroup_7,,,Acidobacteria (c. Holophagae)
ASV00320,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,Planctomycetes (g. Pirellula)
ASV00321,Bacteria,Chloroflexi,KD4-96,,,,Chloroflexi
ASV00322,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,Nitrospirae (g. Nitrospira)
ASV00323,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,Verrucomicrobia (f. Verrucomicrobiaceae)
ASV00324,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Phaselicystidaceae,Phaselicystis,Proteobacteria (g. Phaselicystis)
ASV00325,Bacteria,Acidobacteria,Subgroup_6,,,,Acidobacteria
ASV00326,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,,Bacteroidetes (f. Saprospiraceae)
ASV00327,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Niveibacterium,Proteobacteria (g. Niveibacterium)
ASV00328,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,,Bacteroidetes (f. Saprospiraceae)
ASV00329,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus_Planktoluna,Actinobacteria (g. Planktoluna)
ASV00330,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Fimbriiglobus,Planctomycetes (g. Fimbriiglobus)
ASV00331,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Methylibium,Proteobacteria (g. Methylibium)
ASV00332,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter,Bacteroidetes (g. Dinghuibacter)
ASV00333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,Bacteroidetes (g. Solitalea)
ASV00334,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Methylibium,Proteobacteria (g. Methylibium)
ASV00335,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,Verrucomicrobia (g. Luteolibacter)
ASV00336,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,Actinobacteria (g. Gaiella)
ASV00337,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,,Chloroflexi (f. Roseiflexaceae)
ASV00338,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,Planctomycetes (g. Pirellula)
ASV00339,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Proteobacteria (c. Gammaproteobacteria)
ASV00340,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Ellin6067,Proteobacteria (f. Nitrosomonadaceae)
ASV00341,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Verrucomicrobia (g. Chthoniobacter)
ASV00342,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Verrucomicrobia (g. Chthoniobacter)
ASV00343,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,Proteobacteria (g. Pseudohongiella)
ASV00344,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Proteobacteria (g. Novosphingobium)
ASV00345,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,Verrucomicrobia (f. Pedosphaeraceae)
ASV00346,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovastum,Proteobacteria (g. Rhodovastum)
ASV00347,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,,Planctomycetes (f. Phycisphaeraceae)
ASV00348,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Piscinibacter,Proteobacteria (g. Piscinibacter)
ASV00349,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,Proteobacteria (f. Hyphomonadaceae)
ASV00350,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Proteobacteria (g. Luteimonas)
ASV00351,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,Verrucomicrobia (g. Luteolibacter)
ASV00352,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,Bacteroidetes (g. Ferruginibacter)
ASV00353,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,,Bacteroidetes (f. Saprospiraceae)
ASV00354,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,,Bacteroidetes (o. Flavobacteriales)
ASV00355,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Leptothrix,Proteobacteria (g. Leptothrix)
ASV00356,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,"Proteobacteria (f. Bdellovibrionaceae, OM27 clade)"
ASV00357,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,Verrucomicrobia (g. Luteolibacter)
ASV00358,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,Verrucomicrobia (g. Prosthecobacter)
ASV00359,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,Verrucomicrobia (f. Pedosphaeraceae)
ASV00360,Bacteria,Acidobacteria,Subgroup_6,,,,Acidobacteria
ASV00361,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI_clade,"Actinobacteria (f. Sporichthyaceae, hgcI clade)"
ASV00362,Bacteria,Planctomycetes,OM190,,,,Planctomycetes
ASV00363,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Fimbriiglobus,Planctomycetes (g. Fimbriiglobus)
ASV00364,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,Planctomycetes (g. Pirellula)
ASV00365,Bacteria,Acidobacteria,Blastocatellia,24-Nov,,,Acidobacteria (c. Blastocatellia)
ASV00366,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,Verrucomicrobia (g. Luteolibacter)
ASV00367,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Proteobacteria (g. Novosphingobium)
ASV00368,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Schlesneriaceae,Schlesneria,Planctomycetes (g. Schlesneria)
ASV00369,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29_marine_group,Actinobacteria (f. Ilumatobacteraceae)
ASV00370,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Lautropia,Proteobacteria (g. Lautropia)
